Site_Name	trap_number	month	day	year	abieFras	abieFras_fruit	acerPens	acerRubr	acerSpic	acerUNKN	betuLent	betuAlle	betuUNKN	caryTome	cornFlor	faguGran	fraxAmer	fraxPenn	ilexMont	piceRube	piceRube_fruit	piceRubeImma	prunSero	rhodCata	sorbAmer	sorbAmer_fruit	unknUNKN	notes
Noland_Divide	19	5	30	2012	0	0	1	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	1	0	NaN	0	0	0	NaN	NaN	
Noland_Divide	20	5	30	2012	0	0	0	NaN	0	NaN	92	NaN	0	0	0	0	0	0	NaN	29	9	NaN	0	0	0	NaN	NaN	
Noland_Divide	21	5	30	2012	0	0	0	NaN	0	NaN	109	NaN	0	0	0	0	0	0	NaN	65	21	NaN	0	0	0	NaN	NaN	
Noland_Divide	22	5	30	2012	0	0	0	NaN	0	NaN	69	NaN	0	0	0	0	0	0	NaN	53	0	NaN	0	60	0	NaN	NaN	
Noland_Divide	23	5	30	2012	0	0	0	NaN	0	NaN	66	NaN	0	0	0	0	0	0	NaN	24	10	NaN	0	0	0	NaN	NaN	
Noland_Divide	24	5	30	2012	0	0	0	NaN	0	NaN	22	NaN	0	0	0	0	0	0	NaN	24	0	NaN	0	2	0	NaN	NaN	
Noland_Divide	25	5	30	2012	0	0	0	NaN	0	NaN	22	NaN	0	0	0	0	0	0	NaN	11	1	NaN	0	12	0	NaN	NaN	
Noland_Divide	1	10	18	2013	0	0	0	NaN	0	NaN	0	NaN	4	0	0	0	0	0	NaN	4	0	NaN	0	24	1	NaN	NaN	
Noland_Divide	2	10	18	2013	0	5	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	0	2	NaN	1	3	0	NaN	NaN	
Noland_Divide	3	10	18	2013	0	0	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	5	0	NaN	0	13	1	NaN	NaN	
Noland_Divide	4	10	18	2013	0	0	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	7	1	NaN	10	0	4	NaN	NaN	
Noland_Divide	5	10	18	2013	0	0	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	0	0	NaN	0	0	0	NaN	NaN	
Noland_Divide	6	10	18	2013	0	0	0	NaN	0	NaN	10	NaN	0	0	0	0	0	0	NaN	0	0	NaN	0	1	0	NaN	NaN	
Noland_Divide	7	10	18	2013	0	0	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	4	0	NaN	0	0	0	NaN	NaN	
Noland_Divide	8	10	18	2013	0	0	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	3	0	NaN	1	0	3	NaN	NaN	
Noland_Divide	9	10	18	2013	0	0	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	4	0	NaN	0	0	1	NaN	NaN	
Noland_Divide	10	10	18	2013	0	1	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	2	1	NaN	1	0	0	NaN	NaN	
Noland_Divide	11	10	18	2013	0	0	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	0	0	NaN	4	0	0	NaN	NaN	
Noland_Divide	12	10	18	2013	0	1	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	3	0	NaN	1	0	2	NaN	NaN	
Noland_Divide	13	10	18	2013	0	0	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	2	1	NaN	0	0	2	NaN	NaN	
Noland_Divide	14	10	18	2013	0	1	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	0	1	NaN	0	0	1	NaN	NaN	
Noland_Divide	15	10	18	2013	0	0	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	7	1	NaN	0	23	1	NaN	NaN	
Noland_Divide	16	10	18	2013	0	0	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	47	2	NaN	0	0	25	NaN	NaN	
Noland_Divide	17	10	18	2013	0	0	0	NaN	0	NaN	1	NaN	0	0	0	0	0	0	NaN	3	0	NaN	2	0	10	NaN	NaN	
Noland_Divide	18	10	18	2013	0	0	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	0	1	NaN	2	0	0	NaN	NaN	
Noland_Divide	19	10	18	2013	0	0	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	3	1	NaN	0	0	14	NaN	NaN	
Noland_Divide	20	10	18	2013	0	0	0	NaN	0	NaN	1	NaN	0	0	0	0	0	0	NaN	2	0	NaN	1	0	11	NaN	NaN	
Noland_Divide	21	10	18	2013	0	7	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	13	0	NaN	0	0	6	NaN	NaN	
Noland_Divide	22	10	18	2013	0	0	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	0	0	NaN	0	0	0	NaN	NaN	
Noland_Divide	23	10	18	2013	0	4	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	0	0	NaN	0	0	0	NaN	NaN	
Noland_Divide	24	10	18	2013	0	0	0	NaN	121	NaN	1	NaN	0	0	0	0	0	0	NaN	1	1	NaN	1	0	3	NaN	NaN	
Noland_Divide	25	10	18	2013	0	0	0	NaN	0	NaN	0	NaN	0	0	0	0	0	0	NaN	1	0	NaN	6	0	18	NaN	NaN	
Noland_Divide	1	5	21	2013	0	0	0	NaN	0	0	18	55	0	0	0	0	0	0	NaN	11	0	0	0	0	0	NaN	NaN	
Noland_Divide	2	5	21	2013	0	0	0	NaN	0	0	24	44	0	0	0	0	0	0	NaN	27	2	0	0	80	3	NaN	NaN	
Noland_Divide	3	5	21	2013	0	0	0	NaN	0	0	30	32	8	0	0	0	0	0	NaN	382	17	0	1	15	1	NaN	NaN	
Noland_Divide	4	5	21	2013	0	0	0	NaN	0	0	1	18	0	0	0	0	0	0	NaN	44	0	0	0	0	0	NaN	NaN	
Noland_Divide	5	5	21	2013	0	0	0	NaN	0	0	0	0	19	0	0	0	0	0	NaN	12	0	0	0	0	0	NaN	NaN	
Noland_Divide	6	5	21	2013	0	0	0	NaN	0	0	0	0	429	0	0	0	0	0	NaN	28	0	0	0	75	0	NaN	NaN	
Noland_Divide	7	5	21	2013	0	0	0	NaN	0	0	0	49	0	0	0	0	0	0	NaN	19	1	0	0	0	0	NaN	NaN	
Noland_Divide	8	5	21	2013	0	0	0	NaN	0	0	10	23	0	0	0	0	0	0	NaN	90	7	0	0	0	0	NaN	NaN	
Noland_Divide	9	5	21	2013	0	0	0	NaN	0	0	0	0	10	0	0	0	0	0	NaN	57	2	0	0	0	0	NaN	NaN	
Noland_Divide	10	5	21	2013	0	0	0	NaN	0	0	0	0	9	0	0	0	0	0	NaN	53	8	0	1	0	0	NaN	NaN	
Noland_Divide	11	5	21	2013	0	0	0	NaN	0	0	12	34	0	0	0	0	0	0	NaN	14	1	0	1	9	0	NaN	NaN	
Noland_Divide	12	5	21	2013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Noland_Divide	13	5	21	2013	0	0	0	NaN	0	0	6	10	0	0	0	0	0	0	NaN	122	9	0	0	0	2	NaN	NaN	
Noland_Divide	14	5	21	2013	0	0	0	NaN	0	0	1	1	0	0	0	0	0	0	NaN	54	7	0	0	0	0	NaN	NaN	
Noland_Divide	15	5	21	2013	0	0	0	NaN	0	0	1	0	0	0	0	0	0	0	NaN	32	0	0	0	114	0	NaN	NaN	
Noland_Divide	16	5	21	2013	0	0	0	NaN	0	0	0	0	23	0	0	0	0	0	NaN	74	4	0	0	0	2	NaN	NaN	
Noland_Divide	17	5	21	2013	0	0	0	NaN	0	0	3	7	0	0	0	0	0	0	NaN	23	3	0	0	0	0	NaN	NaN	
Noland_Divide	18	5	21	2013	0	0	0	NaN	0	0	0	0	6	0	0	0	0	0	NaN	303	7	0	0	0	0	NaN	NaN	
Noland_Divide	19	5	21	2013	0	0	0	NaN	0	0	0	2	0	0	0	0	0	0	NaN	64	9	0	0	0	0	NaN	NaN	
Noland_Divide	20	5	21	2013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Noland_Divide	21	5	21	2013	0	0	0	NaN	0	0	7	0	4	0	0	0	0	0	NaN	17	1	0	0	0	6	NaN	NaN	
Noland_Divide	22	5	21	2013	0	0	0	NaN	0	0	2	7	0	0	0	0	0	0	NaN	39	6	5	0	0	1	NaN	NaN	
Noland_Divide	23	5	21	2013	0	0	0	NaN	0	0	2	1	0	0	0	0	0	0	NaN	56	4	0	0	0	5	NaN	NaN	
Noland_Divide	24	5	21	2013	0	0	0	NaN	0	5	1	3	0	0	0	0	0	0	NaN	181	13	3	0	0	0	NaN	NaN	
Noland_Divide	25	5	21	2013	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	NaN	33	1	0	0	0	6	NaN	NaN	
Noland_Divide	1	6	12	2014	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	87	0	0	0	0	0	NaN	NaN	
Noland_Divide	2	6	12	2014	0	0	0	0	0	0	0	140	0	0	0	0	0	0	4	60	2	0	0	0	0	NaN	NaN	
Noland_Divide	3	6	12	2014	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	126	16	0	0	0	0	NaN	NaN	
Noland_Divide	4	6	12	2014	0	0	2	1	0	0	0	16	0	0	0	0	0	0	0	222	2	0	0	0	0	NaN	NaN	
Noland_Divide	5	6	12	2014	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	228	1	0	0	0	0	NaN	NaN	
Noland_Divide	6	6	12	2014	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	34	0	0	0	0	0	NaN	NaN	
Noland_Divide	7	6	12	2014	0	0	0	1	0	0	0	18	0	0	0	0	0	0	1	71	1	0	0	0	0	NaN	NaN	
Noland_Divide	8	6	12	2014	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	82	6	0	0	0	0	NaN	NaN	
Noland_Divide	9	6	12	2014	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	67	1	0	0	0	0	NaN	NaN	
Noland_Divide	10	6	12	2014	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	140	14	0	0	0	0	NaN	NaN	
Noland_Divide	11	6	12	2014	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	48	0	0	0	0	0	NaN	NaN	
Noland_Divide	12	6	12	2014	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	46	3	0	0	0	0	NaN	NaN	
Noland_Divide	13	6	12	2014	1	0	0	1	0	0	0	8	0	0	0	0	0	0	4	8	4	2	0	0	0	NaN	NaN	
Noland_Divide	14	6	12	2014	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	104	18	0	0	0	0	NaN	NaN	
Noland_Divide	15	6	12	2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	NaN	NaN	
Noland_Divide	16	6	12	2014	3	0	1	0	0	0	0	18	0	0	0	0	0	0	5	209	7	0	0	0	0	NaN	NaN	
Noland_Divide	17	6	12	2014	1	0	2	0	0	0	0	27	0	0	0	0	0	0	7	171	3	0	0	0	0	NaN	NaN	
Noland_Divide	18	6	12	2014	0	0	0	3	0	0	0	12	0	0	0	0	0	0	1	96	10	0	0	0	0	NaN	NaN	
Noland_Divide	19	6	12	2014	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	78	6	0	0	0	0	NaN	NaN	
Noland_Divide	20	6	12	2014	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	218	1	0	0	0	0	NaN	NaN	
Noland_Divide	21	6	12	2014	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	39	1	0	0	0	0	NaN	NaN	
Noland_Divide	22	6	12	2014	2	0	87	6	0	0	0	8	0	0	0	0	0	0	0	19	0	0	0	0	0	NaN	NaN	
Noland_Divide	23	6	12	2014	0	0	17	0	0	0	0	5	0	0	0	0	0	0	0	398	9	0	0	0	0	NaN	NaN	
Noland_Divide	24	6	12	2014	0	0	161	0	0	0	0	3	0	0	0	0	0	0	1	73	6	0	0	0	0	NaN	NaN	
Noland_Divide	25	6	12	2014	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	65	2	0	0	0	0	NaN	NaN	
Noland_Divide	1	10	28	2014	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	2	0	0	0	0	0	NaN	NaN	
Noland_Divide	2	10	28	2014	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	5	2	0	0	0	0	NaN	NaN	
Noland_Divide	3	10	28	2014	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	4	13	0	0	0	0	NaN	NaN	
Noland_Divide	4	10	28	2014	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	23	0	0	0	0	0	NaN	NaN	
Noland_Divide	5	10	28	2014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Noland_Divide	6	10	28	2014	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN	
Noland_Divide	7	10	28	2014	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	7	8	0	0	0	0	NaN	NaN	
Noland_Divide	8	10	28	2014	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	22	12	0	0	0	0	NaN	NaN	
Noland_Divide	9	10	28	2014	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	23	2	0	0	0	0	NaN	NaN	
Noland_Divide	10	10	28	2014	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	26	9	0	0	0	0	NaN	NaN	
Noland_Divide	11	10	28	2014	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN	
Noland_Divide	12	10	28	2014	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	13	11	0	0	0	0	NaN	NaN	
Noland_Divide	13	10	28	2014	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	9	0	0	0	0	NaN	NaN	
Noland_Divide	14	10	28	2014	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	25	10	0	0	0	0	NaN	NaN	
Noland_Divide	15	10	28	2014	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	35	7	0	0	0	0	NaN	NaN	
Noland_Divide	16	10	28	2014	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	14	0	0	1	0	0	NaN	NaN	
Noland_Divide	17	10	28	2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	NaN	NaN	
Noland_Divide	18	10	28	2014	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	25	11	0	0	0	0	NaN	NaN	
Noland_Divide	19	10	28	2014	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	20	5	0	0	0	0	NaN	NaN	
Noland_Divide	20	10	28	2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	NaN	NaN	
Noland_Divide	21	10	28	2014	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	7	0	0	0	0	NaN	NaN	
Noland_Divide	22	10	28	2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	NaN	NaN	
Noland_Divide	23	10	28	2014	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	17	31	0	0	0	0	NaN	NaN	
Noland_Divide	24	10	28	2014	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	40	12	0	0	0	0	NaN	NaN	
Noland_Divide	25	10	28	2014	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	1	0	0	NaN	NaN	
Noland_Divide	1	5	14	2015	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	2	0	0	0	21	0	NaN	NaN	
Noland_Divide	2	5	14	2015	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	16	0	NaN	NaN	
Noland_Divide	3	5	14	2015	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	69	5	0	0	8	0	NaN	NaN	
Noland_Divide	4	5	14	2015	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	7	0	0	0	0	0	NaN	NaN	
Noland_Divide	5	5	14	2015	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	58	2	0	0	0	0	NaN	NaN	
Noland_Divide	6	5	14	2015	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	8	0	0	0	27	0	NaN	NaN	
Noland_Divide	7	5	14	2015	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	5	0	0	0	6	0	NaN	NaN	
Noland_Divide	8	5	14	2015	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	28	5	0	0	0	0	NaN	NaN	
Noland_Divide	9	5	14	2015	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	51	4	0	0	0	0	NaN	NaN	
Noland_Divide	10	5	14	2015	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	40	3	0	0	0	0	NaN	NaN	
Noland_Divide	11	5	14	2015	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	4	0	0	0	22	0	NaN	NaN	
Noland_Divide	12	5	14	2015	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	26	2	0	0	0	0	NaN	NaN	
Noland_Divide	13	5	14	2015	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	10	1	0	0	0	0	NaN	NaN	
Noland_Divide	14	5	14	2015	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	66	4	0	0	0	0	NaN	NaN	
Noland_Divide	15	5	14	2015	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	29	4	0	0	14	0	NaN	NaN	
Noland_Divide	16	5	14	2015	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	18	2	0	0	0	0	NaN	NaN	
Noland_Divide	17	5	14	2015	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	25	4	0	0	0	0	NaN	NaN	
Noland_Divide	18	5	14	2015	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	70	3	0	0	0	0	NaN	NaN	
Noland_Divide	19	5	14	2015	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	14	1	0	1	0	0	NaN	NaN	
Noland_Divide	20	5	14	2015	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	9	0	0	0	2	0	NaN	NaN	
Noland_Divide	21	5	14	2015	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11	1	0	0	0	0	NaN	NaN	
Noland_Divide	22	5	14	2015	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	NaN	NaN	
Noland_Divide	23	5	14	2015	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	12	2	0	0	0	1	NaN	NaN	
Noland_Divide	24	5	14	2015	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	32	6	0	0	0	0	NaN	NaN	
Noland_Divide	25	5	14	2015	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	27	2	0	0	0	11	NaN	NaN	
Noland_Divide	1	10	27	2015	0	0	1	0	0	0	0	109	0	0	0	0	0	0	0	7	0	0	0	22	0	NaN	NaN	
Noland_Divide	2	10	27	2015	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	47	1	0	0	0	0	NaN	NaN	
Noland_Divide	3	10	27	2015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Noland_Divide	4	10	27	2015	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN	
Noland_Divide	5	10	27	2015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Noland_Divide	6	10	27	2015	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	7	0	0	0	5	0	NaN	NaN	
Noland_Divide	7	10	27	2015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
Noland_Divide	8	10	27	2015	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	20	0	0	0	0	0	NaN	NaN	
Noland_Divide	9	10	27	2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	NaN	NaN	
Noland_Divide	10	10	27	2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	NaN	NaN	
Noland_Divide	11	10	27	2015	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	3	0	0	0	5	0	NaN	NaN	
Noland_Divide	12	10	27	2015	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	11	1	0	0	0	0	NaN	NaN	
Noland_Divide	13	10	27	2015	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	69	5	0	0	0	0	NaN	NaN	
Noland_Divide	14	10	27	2015	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	11	2	0	0	0	0	NaN	NaN	
Noland_Divide	15	10	27	2015	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	0	0	0	6	0	NaN	NaN	
Noland_Divide	16	10	27	2015	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	
Noland_Divide	17	10	27	2015	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	0	0	0	NaN	NaN	
Noland_Divide	18	10	27	2015	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	29	6	0	0	0	0	NaN	NaN	
Noland_Divide	19	10	27	2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	0	0	0	0	NaN	NaN	
Noland_Divide	20	10	27	2015	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	
Noland_Divide	21	10	27	2015	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	NaN	NaN	
Noland_Divide	22	10	27	2015	0	0	231	0	0	0	0	1	0	0	0	0	0	0	0	44	2	0	0	0	0	NaN	NaN	
Noland_Divide	23	10	27	2015	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	53	6	0	0	0	0	NaN	NaN	
Noland_Divide	24	10	27	2015	0	0	391	0	0	0	0	2	0	0	0	0	0	0	0	139	8	0	0	0	0	NaN	NaN	
Noland_Divide	25	10	27	2015	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	NaN	NaN	
